tft,t_h,kind,vsg,vsd,id,id_meas,split
T1,0,tr,0.3,0.1,2.08725659e-14,2.3373438178151306e-14,fit
T1,0,tr,0.35,0.1,2.17518233e-14,1.9318850230633897e-14,fit
T1,0,tr,0.4,0.1,2.37797434e-14,3.0516932895667606e-14,fit
T1,0,tr,0.45,0.1,2.84550065e-14,2.8865493645245185e-14,fit
T1,0,tr,0.5,0.1,3.92270142e-14,4.4648585633158544e-14,fit
T1,0,tr,0.55,0.1,6.40239324e-14,6.897644260172284e-14,fit
T1,0,tr,0.6,0.1,1.21030641e-13,1.2466174602664444e-13,fit
T1,0,tr,0.65,0.1,2.51832332e-13,2.470428072741614e-13,fit
T1,0,tr,0.7,0.1,5.51106626e-13,5.675640829630458e-13,fit
T1,0,tr,0.75,0.1,1.23301926e-12,1.1932487273684375e-12,fit
T1,0,tr,0.8,0.1,2.77749077e-12,2.8118818490547056e-12,fit
T1,0,tr,0.85,0.1,6.24544363e-12,6.353521128117823e-12,fit
T1,0,tr,0.9,0.1,1.39369021e-11,1.3212735154438167e-11,fit
T1,0,tr,0.95,0.1,3.07022569e-11,3.101543842467086e-11,fit
T1,0,tr,1.0,0.1,6.63807429e-11,6.587258519298362e-11,fit
T1,0,tr,1.05,0.1,1.39865552e-10,1.4318323969472088e-10,fit
T1,0,tr,1.1,0.1,2.84567876e-10,2.808467800071622e-10,fit
T1,0,tr,1.15,0.1,5.51873189e-10,5.515799391065731e-10,fit
T1,0,tr,1.2,0.1,1.00281839e-09,1.0131966415932627e-09,fit
T1,0,tr,1.25,0.1,1.68180939e-09,1.6381778587054754e-09,fit
T1,0,tr,1.3,0.1,2.59440131e-09,2.6414064178202877e-09,fit
T1,0,tr,1.35,0.1,3.71459506e-09,3.7029198003026056e-09,fit
T1,0,tr,1.4,0.1,5.00591559e-09,5.080428908000032e-09,fit
T1,0,tr,1.45,0.1,6.43393707e-09,6.3339988735390194e-09,fit
T1,0,tr,1.5,0.1,7.96972051e-09,8.233703032741854e-09,fit
T1,0,tr,1.55,0.1,9.58990947e-09,9.765614123924359e-09,fit
T1,0,tr,1.6,0.1,1.12760918e-08,1.1216042977497226e-08,fit
T1,0,tr,1.65,0.1,1.30140191e-08,1.3263103672479836e-08,fit
T1,0,tr,1.7,0.1,1.4792813e-08,1.5362566713090576e-08,fit
T1,0,tr,1.75,0.1,1.66042302e-08,1.752087100105474e-08,fit
T1,0,tr,1.8,0.1,1.84420328e-08,1.759167261905464e-08,fit
T1,0,tr,1.85,0.1,2.03014813e-08,2.0846531279017537e-08,fit
T1,0,tr,1.9,0.1,2.21789427e-08,2.2490550297802155e-08,fit
T1,0,tr,1.95,0.1,2.40715964e-08,2.4003908253396618e-08,fit
T1,0,tr,2.0,0.1,2.59772184e-08,2.5204434632188653e-08,fit
T1,0,tr,2.05,0.1,2.78940242e-08,2.896616913397201e-08,fit
T1,0,tr,2.1,0.1,2.98205555e-08,2.8712884928029457e-08,fit
T1,0,tr,2.15,0.1,3.17555985e-08,3.230032543513873e-08,fit
T1,0,tr,2.2,0.1,3.36981253e-08,3.504027375120441e-08,fit
T1,0,tr,2.25,0.1,3.56472515e-08,3.397693776251067e-08,fit
T1,0,tr,2.3,0.1,3.76022048e-08,3.7262490604175906e-08,fit
T1,0,tr,2.35,0.1,3.95623027e-08,3.803855014590999e-08,fit
T1,0,tr,2.4,0.1,4.15269357e-08,4.1832100911679004e-08,fit
T1,0,tr,2.45,0.1,4.3495554e-08,4.5517189200158505e-08,fit
T1,0,tr,2.5,0.1,4.54676587e-08,4.831335234182559e-08,fit
T1,0,tr,2.55,0.1,4.74427936e-08,4.4978352166745504e-08,fit
T1,0,tr,2.6,0.1,4.942054e-08,4.857542642510927e-08,fit
T1,0,tr,2.65,0.1,5.14005112e-08,5.249692339324307e-08,fit
T1,0,tr,2.7,0.1,5.33823496e-08,5.597254350716584e-08,fit
T1,0,tr,2.75,0.1,5.53657227e-08,5.606978374868077e-08,fit
T1,0,tr,2.8,0.1,5.73503212e-08,5.608082754801988e-08,fit
T1,0,tr,2.85,0.1,5.93358562e-08,5.98671425099223e-08,fit
T1,0,tr,2.9,0.1,6.13220577e-08,6.129149363051492e-08,fit
T1,0,tr,2.95,0.1,6.33086726e-08,6.292290231161502e-08,fit
T1,0,tr,3.0,0.1,6.52954635e-08,6.387246744640724e-08,fit
T1,0,tr,3.05,0.1,6.72822076e-08,6.806844083609891e-08,fit
T1,0,tr,3.1,0.1,6.9268695e-08,6.991144693373257e-08,fit
T1,0,tr,3.15,0.1,7.12547281e-08,7.105623788151151e-08,fit
T1,0,tr,3.2,0.1,7.32401207e-08,7.275464066056466e-08,fit
T1,0,tr,3.25,0.1,7.52246971e-08,7.23801478477319e-08,fit
T1,0,tr,3.3,0.1,7.72082912e-08,7.609036450331071e-08,fit
T1,0,tr,3.35,0.1,7.91907462e-08,8.210944513331486e-08,fit
T1,0,tr,3.4,0.1,8.11719137e-08,8.070920150550618e-08,fit
T1,0,tr,3.45,0.1,8.31516533e-08,7.963671151860252e-08,fit
T1,0,tr,3.5,0.1,8.51298318e-08,8.860699283849376e-08,fit
T1,0,tr,3.55,0.1,8.71063232e-08,8.85030876208971e-08,fit
T1,0,tr,3.6,0.1,8.90810079e-08,9.489668710199853e-08,fit
T1,0,tr,3.65,0.1,9.10537725e-08,9.122468590037327e-08,fit
T1,0,tr,3.7,0.1,9.30245094e-08,9.174577951402157e-08,fit
T1,0,tr,3.75,0.1,9.49931164e-08,9.095592314975326e-08,fit
T1,0,tr,3.8,0.1,9.69594963e-08,1.0088774938034103e-07,fit
T1,0,tr,3.85,0.1,9.89235569e-08,1.0685072633210662e-07,fit
T1,0,tr,3.9,0.1,1.00885211e-07,9.843095835957067e-08,fit
T1,0,tr,3.95,0.1,1.02844374e-07,1.0086714731128146e-07,fit
T1,0,tr,4.0,0.1,1.04800968e-07,1.0669226884442129e-07,fit
T1,0,tr,4.05,0.1,1.06754916e-07,1.0412846240380361e-07,fit
T1,0,tr,4.1,0.1,1.08706148e-07,1.0782738544802345e-07,fit
T1,0,tr,4.15,0.1,1.10654595e-07,1.09499332563281e-07,fit
T1,0,tr,4.2,0.1,1.12600192e-07,1.1325050035193627e-07,fit
T1,0,tr,4.25,0.1,1.14542878e-07,1.183674480048985e-07,fit
T1,0,tr,4.3,0.1,1.16482592e-07,1.1655973684723894e-07,fit
T1,0,tr,4.35,0.1,1.18419281e-07,1.2172919662086354e-07,fit
T1,0,tr,4.4,0.1,1.20352889e-07,1.188463538124219e-07,fit
T1,0,tr,4.45,0.1,1.22283367e-07,1.2349182687662768e-07,fit
T1,0,tr,4.5,0.1,1.24210667e-07,1.1649312773393664e-07,fit
T1,0,tr,4.55,0.1,1.26134741e-07,1.2076569898740153e-07,fit
T1,0,tr,4.6,0.1,1.28055548e-07,1.3114997500063405e-07,fit
T1,0,tr,4.65,0.1,1.29973044e-07,1.2769218782799643e-07,fit
T1,0,tr,4.7,0.1,1.31887192e-07,1.3420177105177432e-07,fit
T1,0,tr,4.75,0.1,1.33797953e-07,1.359926927887314e-07,fit
T1,0,tr,4.8,0.1,1.35705291e-07,1.411967068525559e-07,fit
T1,0,tr,4.85,0.1,1.37609172e-07,1.4100189189124064e-07,fit
T1,0,tr,4.9,0.1,1.39509566e-07,1.4383156717320803e-07,fit
T1,0,tr,4.95,0.1,1.41406439e-07,1.4093349567463705e-07,fit
T1,0,tr,5.0,0.1,1.43299765e-07,1.40329066107877e-07,fit
T1,0,tr,5.05,0.1,1.45189515e-07,1.420377950523944e-07,fit
T1,0,tr,5.1,0.1,1.47075664e-07,1.4493798472461188e-07,fit
T1,0,tr,5.15,0.1,1.48958186e-07,1.4399386698586983e-07,fit
T1,0,tr,5.2,0.1,1.50837058e-07,1.4838004907436386e-07,fit
T1,0,tr,5.25,0.1,1.52712258e-07,1.5228876470889314e-07,fit
T1,0,tr,5.3,0.1,1.54583765e-07,1.557550349944039e-07,fit
T1,0,tr,5.35,0.1,1.5645156e-07,1.5486902139883574e-07,fit
T1,0,tr,5.4,0.1,1.58315624e-07,1.4943778422073687e-07,fit
T1,0,tr,5.45,0.1,1.60175938e-07,1.5982897478232538e-07,fit
T1,0,tr,5.5,0.1,1.62032488e-07,1.6313160284347964e-07,fit
T1,0,tr,5.55,0.1,1.63885257e-07,1.6930482322986755e-07,fit
T1,0,tr,5.6,0.1,1.6573423e-07,1.686324329491679e-07,fit
T1,0,tr,5.65,0.1,1.67579395e-07,1.6437500900134574e-07,fit
T1,0,tr,5.7,0.1,1.69420738e-07,1.6578171137090313e-07,fit
T1,0,tr,5.75,0.1,1.71258247e-07,1.819060762389607e-07,fit
T1,0,tr,5.8,0.1,1.73091911e-07,1.770658839802315e-07,fit
T1,0,tr,5.85,0.1,1.74921721e-07,1.848013978355795e-07,fit
T1,0,tr,5.9,0.1,1.76747666e-07,1.8840736200002178e-07,fit
T1,0,tr,5.95,0.1,1.78569737e-07,1.742405266378004e-07,fit
T1,0,tr,6.0,0.1,1.80387927e-07,1.824849618322614e-07,fit
T1,0,tr,6.05,0.1,1.82202228e-07,1.847238868956403e-07,fit
T1,0,tr,6.1,0.1,1.84012634e-07,1.8712799184058883e-07,fit
T1,0,tr,6.15,0.1,1.85819137e-07,1.888646963349306e-07,fit
T1,0,tr,6.2,0.1,1.87621733e-07,1.8876247969862936e-07,fit
T1,0,tr,6.25,0.1,1.89420417e-07,1.9041251815717668e-07,fit
T1,0,tr,6.3,0.1,1.91215184e-07,1.8278752386269485e-07,fit
T1,0,tr,6.35,0.1,1.9300603e-07,1.9205070483742168e-07,fit
T1,0,tr,6.4,0.1,1.94792952e-07,1.9047265194115066e-07,fit
T1,0,tr,6.45,0.1,1.96575947e-07,1.9732093462450614e-07,fit
T1,0,tr,6.5,0.1,1.98355013e-07,1.9559222571238578e-07,fit
T1,0,tr,6.55,0.1,2.00130147e-07,2.0387835750615017e-07,fit
T1,0,tr,6.6,0.1,2.01901349e-07,2.0692398357823493e-07,fit
T1,0,tr,6.65,0.1,2.03668618e-07,2.0556351684254493e-07,fit
T1,0,tr,6.7,0.1,2.05431952e-07,2.0738976147482177e-07,fit
T1,0,tr,6.75,0.1,2.07191353e-07,2.0776988788112708e-07,fit
T1,0,tr,6.8,0.1,2.08946818e-07,2.0615860791107175e-07,fit
T1,0,tr,6.85,0.1,2.10698351e-07,2.096611005585154e-07,fit
T1,0,tr,6.9,0.1,2.12445951e-07,2.0931038198341107e-07,fit
T1,0,tr,6.95,0.1,2.14189619e-07,2.1669727024870203e-07,fit
T1,0,tr,7.0,0.1,2.15929358e-07,2.1602080714892521e-07,fit
T1,0,tr,7.05,0.1,2.17665169e-07,2.2149425904749224e-07,fit
T1,0,tr,7.1,0.1,2.19397055e-07,2.1082399900704764e-07,fit
T1,0,tr,7.15,0.1,2.21125018e-07,2.270934525295766e-07,fit
T1,0,tr,7.2,0.1,2.22849062e-07,2.1780797224084587e-07,fit
T1,0,tr,7.25,0.1,2.24569188e-07,2.1967637405775195e-07,fit
T1,0,tr,7.3,0.1,2.26285401e-07,2.2494901570054163e-07,fit
T1,0,tr,7.35,0.1,2.27997705e-07,2.2417657565548262e-07,fit
T1,0,tr,7.4,0.1,2.29706103e-07,2.3172107828644347e-07,fit
T1,0,tr,7.45,0.1,2.31410599e-07,2.274586966208541e-07,fit
T1,0,tr,7.5,0.1,2.33111199e-07,2.2575069039026358e-07,fit
T1,0,tr,7.55,0.1,2.34807906e-07,2.2892482602505677e-07,fit
T1,0,tr,7.6,0.1,2.36500726e-07,2.459948933293681e-07,fit
T1,0,tr,7.65,0.1,2.38189664e-07,2.385061326950698e-07,fit
T1,0,tr,7.7,0.1,2.39874724e-07,2.3161833829653606e-07,fit
T1,0,tr,7.75,0.1,2.41555914e-07,2.416166275568182e-07,fit
T1,0,tr,7.8,0.1,2.43233237e-07,2.321404124801948e-07,fit
T1,0,tr,7.85,0.1,2.44906701e-07,2.5841435613687165e-07,fit
T1,0,tr,7.9,0.1,2.4657631e-07,2.355532904784917e-07,fit
T1,0,tr,7.95,0.1,2.48242072e-07,2.5183320382715623e-07,fit
T1,0,tr,8.0,0.1,2.49903993e-07,2.540130367399857e-07,fit
T1,0,tr,-2.0,5.0,1.5e-12,1.4413532556893842e-12,fit
T1,0,tr,-1.95,5.0,1.5e-12,1.508284620130214e-12,fit
T1,0,tr,-1.9,5.0,1.5e-12,1.5438814177827858e-12,fit
T1,0,tr,-1.85,5.0,1.5e-12,1.5177215307891386e-12,fit
T1,0,tr,-1.8,5.0,1.5e-12,1.5086091954964377e-12,fit
T1,0,tr,-1.75,5.0,1.5e-12,1.5521696047479763e-12,fit
T1,0,tr,-1.7,5.0,1.5e-12,1.502746139868294e-12,fit
T1,0,tr,-1.65,5.0,1.5e-12,1.52404728412051e-12,fit
T1,0,tr,-1.6,5.0,1.5e-12,1.5018680213506072e-12,fit
T1,0,tr,-1.55,5.0,1.5e-12,1.5232113227497512e-12,fit
T1,0,tr,-1.5,5.0,1.5e-12,1.4501877510035854e-12,fit
T1,0,tr,-1.45,5.0,1.5e-12,1.5325133096943683e-12,fit
T1,0,tr,-1.4,5.0,1.5e-12,1.4853786482817515e-12,fit
T1,0,tr,-1.35,5.0,1.5e-12,1.448822602320672e-12,fit
T1,0,tr,-1.3,5.0,1.5e-12,1.5228122560211359e-12,fit
T1,0,tr,-1.25,5.0,1.5e-12,1.5824638539770661e-12,fit
T1,0,tr,-1.2,5.0,1.5e-12,1.5466481954526461e-12,fit
T1,0,tr,-1.15,5.0,1.5e-12,1.4872032665460193e-12,fit
T1,0,tr,-1.1,5.0,1.5e-12,1.5362038483309386e-12,fit
T1,0,tr,-1.05,5.0,1.5e-12,1.4804080093707572e-12,fit
T1,0,tr,-1.0,5.0,1.5e-12,1.4930313305820176e-12,fit
T1,0,tr,-0.95,5.0,1.5e-12,1.5014090045964797e-12,fit
T1,0,tr,-0.9,5.0,1.5e-12,1.4005095892446178e-12,fit
T1,0,tr,-0.85,5.0,1.5e-12,1.525025758241319e-12,fit
T1,0,tr,-0.8,5.0,1.5e-12,1.445356992366455e-12,fit
T1,0,tr,-0.75,5.0,1.5e-12,1.4660341613183201e-12,fit
T1,0,tr,-0.7,5.0,1.5e-12,1.4446488654258288e-12,fit
T1,0,tr,-0.65,5.0,1.5e-12,1.4320877644224264e-12,fit
T1,0,tr,-0.6,5.0,1.5e-12,1.464786775881703e-12,fit
T1,0,tr,-0.55,5.0,1.5e-12,1.541235063386712e-12,fit
T1,0,tr,-0.5,5.0,1.5e-12,1.589104630930236e-12,fit
T1,0,tr,-0.45,5.0,1.50000001e-12,1.4951284990211921e-12,fit
T1,0,tr,-0.4,5.0,1.50000002e-12,1.5480246985468232e-12,fit
T1,0,tr,-0.35,5.0,1.50000006e-12,1.4871784986152064e-12,fit
T1,0,tr,-0.3,5.0,1.50000013e-12,1.4141288869085228e-12,fit
T1,0,tr,-0.25,5.0,1.50000031e-12,1.508258976838074e-12,fit
T1,0,tr,-0.2,5.0,1.50000071e-12,1.519535648671728e-12,fit
T1,0,tr,-0.15,5.0,1.50000163e-12,1.4812793428377912e-12,fit
T1,0,tr,-0.1,5.0,1.50000376e-12,1.5203177540705585e-12,fit
T1,0,tr,-0.05,5.0,1.50000867e-12,1.530552790813897e-12,fit
T1,0,tr,1.20736754e-15,5.0,1.50002002e-12,1.4672620000023378e-12,fit
T1,0,tr,0.05,5.0,1.50004622e-12,1.4352506774231195e-12,fit
T1,0,tr,0.1,5.0,1.50013407e-12,1.4960167031567165e-12,fit
T1,0,tr,0.15,5.0,1.50030943e-12,1.4886553042677874e-12,fit
T1,0,tr,0.2,5.0,1.50071406e-12,1.4878133149707917e-12,fit
T1,0,tr,0.25,5.0,1.50164757e-12,1.5484555022757428e-12,fit
T1,0,tr,0.3,5.0,1.50380066e-12,1.5817575571623236e-12,fit
T1,0,tr,0.35,5.0,1.50876458e-12,1.4811286934369213e-12,fit
T1,0,tr,0.4,5.0,1.52020201e-12,1.545343025604253e-12,fit
T1,0,tr,0.45,5.0,1.54653185e-12,1.5842969337544546e-12,fit
T1,0,tr,0.5,5.0,1.60706647e-12,1.6443971051630391e-12,fit
T1,0,tr,0.55,5.0,1.74597579e-12,1.8040046800390842e-12,fit
T1,0,tr,0.6,5.0,2.06384333e-12,2.048894315659771e-12,fit
T1,0,tr,0.65,5.0,2.78826435e-12,2.854617439913368e-12,fit
T1,0,tr,0.7,5.0,4.42948159e-12,4.705173887236664e-12,fit
T1,0,tr,0.75,5.0,8.11617783e-12,8.31353535791546e-12,fit
T1,0,tr,0.8,5.0,1.62975661e-11,1.600228489206677e-11,fit
T1,0,tr,0.85,5.0,3.41458685e-11,3.4771480340231885e-11,fit
T1,0,tr,0.9,5.0,7.21786294e-11,7.496023484420288e-11,fit
T1,0,tr,0.95,5.0,1.50713292e-10,1.523950119598508e-10,fit
T1,0,tr,1.0,5.0,3.06436703e-10,3.012993589305704e-10,fit
T1,0,tr,1.05,5.0,6.00175022e-10,6.286118818808572e-10,fit
T1,0,tr,1.1,5.0,1.12292046e-09,1.0815985076927745e-09,fit
T1,0,tr,1.15,5.0,1.99572098e-09,2.0260950664652976e-09,fit
T1,0,tr,1.2,5.0,3.36052169e-09,3.358887221467391e-09,fit
T1,0,tr,1.25,5.0,5.36382339e-09,5.175142895349894e-09,fit
T1,0,tr,1.3,5.0,8.13947454e-09,8.442762156944023e-09,fit
T1,0,tr,1.35,5.0,1.17969552e-08,1.1920724655944363e-08,fit
T1,0,tr,1.4,5.0,1.64175729e-08,1.5852836681102376e-08,fit
T1,0,tr,1.45,5.0,2.20569467e-08,2.2458734557878032e-08,fit
T1,0,tr,1.5,5.0,2.87505698e-08,2.838071215347465e-08,fit
T1,0,tr,1.55,5.0,3.65198008e-08,3.4493499266757774e-08,fit
T1,0,tr,1.6,5.0,4.53768803e-08,4.444869217152975e-08,fit
T1,0,tr,1.65,5.0,5.53285782e-08,5.576776968849975e-08,fit
T1,0,tr,1.7,5.0,6.63785968e-08,6.765665969307872e-08,fit
T1,0,tr,1.75,5.0,7.85290367e-08,7.892004821718185e-08,fit
T1,0,tr,1.8,5.0,9.17812267e-08,9.190567669787457e-08,fit
T1,0,tr,1.85,5.0,1.06136153e-07,1.0764324429128725e-07,fit
T1,0,tr,1.9,5.0,1.21594655e-07,1.2082749001005545e-07,fit
T1,0,tr,1.95,5.0,1.38157488e-07,1.43122787257858e-07,fit
T1,0,tr,2.0,5.0,1.55825321e-07,1.5652174403309525e-07,fit
T1,0,tr,2.05,5.0,1.74598714e-07,1.761450730551828e-07,fit
T1,0,tr,2.1,5.0,1.94478072e-07,1.9765902005947924e-07,fit
T1,0,tr,2.15,5.0,2.15463612e-07,2.087373973154591e-07,fit
T1,0,tr,2.2,5.0,2.37555335e-07,2.325543059857576e-07,fit
T1,0,tr,2.25,5.0,2.60752998e-07,2.7298885512745663e-07,fit
T1,0,tr,2.3,5.0,2.850561e-07,2.879380264738801e-07,fit
T1,0,tr,2.35,5.0,3.10463865e-07,3.0784273366093753e-07,fit
T1,0,tr,2.4,5.0,3.36975239e-07,3.404451329612691e-07,fit
T1,0,tr,2.45,5.0,3.64588883e-07,3.5935893818817596e-07,fit
T1,0,tr,2.5,5.0,3.93303169e-07,3.96603764136589e-07,fit
T1,0,tr,2.55,5.0,4.23116179e-07,4.14747814703293e-07,fit
T1,0,tr,2.6,5.0,4.54025705e-07,4.578009105272229e-07,fit
T1,0,tr,2.65,5.0,4.86029245e-07,4.6356088639090426e-07,fit
T1,0,tr,2.7,5.0,5.19124005e-07,5.402707359225209e-07,fit
T1,0,tr,2.75,5.0,5.53306898e-07,5.44857395486731e-07,fit
T1,0,tr,2.8,5.0,5.8857454e-07,5.613060745614757e-07,fit
T1,0,tr,2.85,5.0,6.24923252e-07,6.207408021815239e-07,fit
T1,0,tr,2.9,5.0,6.62349054e-07,6.55018060954219e-07,fit
T1,0,tr,2.95,5.0,7.00847666e-07,7.040592445778747e-07,fit
T1,0,tr,3.0,5.0,7.40414503e-07,7.15407741517464e-07,fit
T1,0,tr,3.05,5.0,7.81044676e-07,7.904135801298054e-07,fit
T1,0,tr,3.1,5.0,8.22732984e-07,9.172120937310095e-07,fit
T1,0,tr,3.15,5.0,8.65473916e-07,8.32903013022765e-07,fit
T1,0,tr,3.2,5.0,9.09261645e-07,9.185206256199334e-07,fit
T1,0,tr,3.25,5.0,9.54090031e-07,9.452377416528987e-07,fit
T1,0,tr,3.3,5.0,9.9995261e-07,1.0057473107825605e-06,fit
T1,0,tr,3.35,5.0,1.0468426e-06,9.914609804875647e-07,fit
T1,0,tr,3.4,5.0,1.0947529e-06,1.057595992357745e-06,fit
T1,0,tr,3.45,5.0,1.14367608e-06,1.1595563763577592e-06,fit
T1,0,tr,3.5,5.0,1.19360439e-06,1.1922295113540551e-06,fit
T1,0,tr,3.55,5.0,1.24452976e-06,1.307105172265118e-06,fit
T1,0,tr,3.6,5.0,1.2964438e-06,1.2693196550214684e-06,fit
T1,0,tr,3.65,5.0,1.34933778e-06,1.356420064005667e-06,fit
T1,0,tr,3.7,5.0,1.40320268e-06,1.5313518370716947e-06,fit
T1,0,tr,3.75,5.0,1.45802916e-06,1.424924447761573e-06,fit
T1,0,tr,3.8,5.0,1.51380755e-06,1.4733121539046023e-06,fit
T1,0,tr,3.85,5.0,1.57052788e-06,1.5688735677545474e-06,fit
T1,0,tr,3.9,5.0,1.6281799e-06,1.62600467527548e-06,fit
T1,0,tr,3.95,5.0,1.68675305e-06,1.7300156083969195e-06,fit
T1,0,tr,4.0,5.0,1.74623646e-06,1.7530377672364237e-06,fit
T1,0,tr,4.05,5.0,1.80661903e-06,1.7660668896761248e-06,fit
T1,0,tr,4.1,5.0,1.86788933e-06,1.8797743390991835e-06,fit
T1,0,tr,4.15,5.0,1.93003572e-06,2.0890228362139195e-06,fit
T1,0,tr,4.2,5.0,1.99304626e-06,2.0705566041582476e-06,fit
T1,0,tr,4.25,5.0,2.0569088e-06,1.892198153219107e-06,fit
T1,0,tr,4.3,5.0,2.12161093e-06,2.112591018021951e-06,fit
T1,0,tr,4.35,5.0,2.18714005e-06,2.130468824084332e-06,fit
T1,0,tr,4.4,5.0,2.2534833e-06,2.295946162571173e-06,fit
T1,0,tr,4.45,5.0,2.32062768e-06,2.3085965739335726e-06,fit
T1,0,tr,4.5,5.0,2.38855996e-06,2.531144394549901e-06,fit
T1,0,tr,4.55,5.0,2.45726675e-06,2.5268834972985694e-06,fit
T1,0,tr,4.6,5.0,2.52673451e-06,2.595138402914324e-06,fit
T1,0,tr,4.65,5.0,2.59694954e-06,2.611525762919241e-06,fit
T1,0,tr,4.7,5.0,2.667898e-06,2.664674657763265e-06,fit
T1,0,tr,4.75,5.0,2.73956596e-06,2.7676674722772897e-06,fit
T1,0,tr,4.8,5.0,2.81193934e-06,2.9233575324071174e-06,fit
T1,0,tr,4.85,5.0,2.88500401e-06,2.9316282395571885e-06,fit
T1,0,tr,4.9,5.0,2.95874573e-06,2.9277419500147327e-06,fit
T1,0,tr,4.95,5.0,3.03315021e-06,3.1514236166059383e-06,fit
T1,0,tr,5.0,5.0,3.1082031e-06,3.126168363125979e-06,fit
T1,0,tr,5.05,5.0,3.18389001e-06,3.1764851051910903e-06,fit
T1,0,tr,5.1,5.0,3.26019654e-06,3.1837067950204176e-06,fit
T1,0,tr,5.15,5.0,3.33710825e-06,3.280923280822088e-06,fit
T1,0,tr,5.2,5.0,3.41461072e-06,3.3500728410071595e-06,fit
T1,0,tr,5.25,5.0,3.49268955e-06,3.2120243281823866e-06,fit
T1,0,tr,5.3,5.0,3.57133033e-06,3.681953866201228e-06,fit
T1,0,tr,5.35,5.0,3.65051873e-06,3.7130869766465198e-06,fit
T1,0,tr,5.4,5.0,3.73024042e-06,3.706338900996936e-06,fit
T1,0,tr,5.45,5.0,3.81048117e-06,3.931948037521007e-06,fit
T1,0,tr,5.5,5.0,3.89122679e-06,3.9426934706514825e-06,fit
T1,0,tr,5.55,5.0,3.97246319e-06,4.016992051670232e-06,fit
