tft,t_h,kind,vsg,vsd,id,id_meas,split
T7,0,tr,0.25,0.1,2.36044781e-14,2.86705567e-14,fit
T7,0,tr,0.3,0.1,2.84480702e-14,3.35951127e-14,fit
T7,0,tr,0.35,0.1,4.01780442e-14,3.7044583e-14,fit
T7,0,tr,0.4,0.1,6.85727771e-14,7.72958557e-14,fit
T7,0,tr,0.45,0.1,1.37262866e-13,1.40730804e-13,fit
T7,0,tr,0.5,0.1,3.03268205e-13,2.97820815e-13,fit
T7,0,tr,0.55,0.1,7.03863564e-13,7.13459524e-13,fit
T7,0,tr,0.6,0.1,1.66840952e-12,1.71840365e-12,fit
T7,0,tr,0.65,0.1,3.98309927e-12,3.91424867e-12,fit
T7,0,tr,0.7,0.1,9.51030647e-12,9.86857168e-12,fit
T7,0,tr,0.75,0.1,2.26118974e-11,2.37447306e-11,fit
T7,0,tr,0.8,0.1,5.33342069e-11,5.50949522e-11,fit
T7,0,tr,0.85,0.1,1.24258127e-10,1.28678632e-10,fit
T7,0,tr,0.9,0.1,2.84386426e-10,2.93897864e-10,fit
T7,0,tr,0.95,0.1,6.34870922e-10,6.79295436e-10,fit
T7,0,tr,1,0.1,1.36991457e-09,1.37758122e-09,fit
T7,0,tr,1.05,0.1,2.82204652e-09,2.82221707e-09,fit
T7,0,tr,1.1,0.1,5.45476711e-09,5.55436634e-09,fit
T7,0,tr,1.15,0.1,9.70497973e-09,9.44412987e-09,fit
T7,0,tr,1.2,0.1,1.57400545e-08,1.50234737e-08,fit
T7,0,tr,1.25,0.1,2.34138144e-08,2.28024054e-08,fit
T7,0,tr,1.3,0.1,3.24364778e-08,3.28010448e-08,fit
T7,0,tr,1.35,0.1,4.25189274e-08,4.31266418e-08,fit
T7,0,tr,1.4,0.1,5.34204656e-08,5.1014159e-08,fit
T7,0,tr,1.45,0.1,6.49517712e-08,6.13835071e-08,fit
T7,0,tr,1.5,0.1,7.69675811e-08,7.6241049e-08,fit
T7,0,tr,1.55,0.1,8.93582751e-08,8.88555635e-08,fit
T7,0,tr,1.6,0.1,1.02042049e-07,1.01891536e-07,fit
T7,0,tr,1.65,0.1,1.1495816e-07,1.17296987e-07,fit
T7,0,tr,1.7,0.1,1.28061443e-07,1.32870529e-07,fit
T7,0,tr,1.75,0.1,1.41318072e-07,1.42300357e-07,fit
T7,0,tr,1.8,0.1,1.54702403e-07,1.57572214e-07,fit
T7,0,tr,1.85,0.1,1.68194677e-07,1.62758268e-07,fit
T7,0,tr,1.9,0.1,1.81779379e-07,1.75476394e-07,fit
T7,0,tr,1.95,0.1,1.95444075e-07,1.9683414e-07,fit
T7,0,tr,2,0.1,2.09178593e-07,2.13391461e-07,fit
T7,0,tr,2.05,0.1,2.2297444e-07,2.27885759e-07,fit
T7,0,tr,2.1,0.1,2.36824393e-07,2.41073331e-07,fit
T7,0,tr,2.15,0.1,2.50722209e-07,2.56690423e-07,fit
T7,0,tr,2.2,0.1,2.6466241e-07,2.7117109e-07,fit
T7,0,tr,2.25,0.1,2.78640136e-07,2.64371574e-07,fit
T7,0,tr,2.3,0.1,2.92651027e-07,2.8627586e-07,fit
T7,0,tr,2.35,0.1,3.0669114e-07,3.10907659e-07,fit
T7,0,tr,2.4,0.1,3.20756884e-07,3.26550182e-07,fit
T7,0,tr,2.45,0.1,3.34844971e-07,3.19994848e-07,fit
T7,0,tr,2.5,0.1,3.48952378e-07,3.614513e-07,fit
T7,0,tr,2.55,0.1,3.63076309e-07,3.58327748e-07,fit
T7,0,tr,2.6,0.1,3.77214175e-07,3.74593109e-07,fit
T7,0,tr,2.65,0.1,3.91363569e-07,3.94591692e-07,fit
T7,0,tr,2.7,0.1,4.05522251e-07,4.14745386e-07,fit
T7,0,tr,2.75,0.1,4.19688127e-07,4.0202665e-07,fit
T7,0,tr,2.8,0.1,4.3385924e-07,4.46936956e-07,fit
T7,0,tr,2.85,0.1,4.48033757e-07,4.49073864e-07,fit
T7,0,tr,2.9,0.1,4.62209958e-07,4.51644256e-07,fit
T7,0,tr,2.95,0.1,4.76386226e-07,4.72468342e-07,fit
T7,0,tr,3,0.1,4.90561042e-07,4.59424477e-07,fit
T7,0,tr,3.05,0.1,5.04732974e-07,4.95021396e-07,fit
T7,0,tr,3.1,0.1,5.18900675e-07,5.21740209e-07,fit
T7,0,tr,3.15,0.1,5.3306287e-07,5.21843571e-07,fit
T7,0,tr,3.2,0.1,5.47218359e-07,5.4185993e-07,fit
T7,0,tr,3.25,0.1,5.61366004e-07,5.5889982e-07,fit
T7,0,tr,3.3,0.1,5.75504733e-07,5.76340649e-07,fit
T7,0,tr,3.35,0.1,5.89633529e-07,6.07966814e-07,fit
T7,0,tr,3.4,0.1,6.03751429e-07,6.03300669e-07,fit
T7,0,tr,3.45,0.1,6.1785752e-07,6.13057575e-07,fit
T7,0,tr,3.5,0.1,6.31950938e-07,6.42245806e-07,fit
T7,0,tr,3.55,0.1,6.46030862e-07,6.87557727e-07,fit
T7,0,tr,3.6,0.1,6.60096514e-07,6.53343897e-07,fit
T7,0,tr,3.65,0.1,6.74147155e-07,6.84599808e-07,fit
T7,0,tr,3.7,0.1,6.88182082e-07,6.56376338e-07,fit
T7,0,tr,3.75,0.1,7.02200628e-07,7.31124667e-07,fit
T7,0,tr,3.8,0.1,7.1620216e-07,7.30510771e-07,fit
T7,0,tr,3.85,0.1,7.30186075e-07,7.59973361e-07,fit
T7,0,tr,3.9,0.1,7.44151799e-07,7.4283448e-07,fit
T7,0,tr,3.95,0.1,7.58098788e-07,7.34749216e-07,fit
T7,0,tr,4,0.1,7.72026523e-07,7.92824487e-07,fit
T7,0,tr,4.05,0.1,7.85934511e-07,8.03903705e-07,fit
T7,0,tr,4.1,0.1,7.99822282e-07,7.79286222e-07,fit
T7,0,tr,4.15,0.1,8.1368939e-07,7.78516867e-07,fit
T7,0,tr,4.2,0.1,8.2753541e-07,8.38761054e-07,fit
T7,0,tr,4.25,0.1,8.41359937e-07,8.37044971e-07,fit
T7,0,tr,4.3,0.1,8.55162586e-07,9.24873144e-07,fit
T7,0,tr,4.35,0.1,8.6894299e-07,8.53077269e-07,fit
T7,0,tr,4.4,0.1,8.82700802e-07,8.68814324e-07,fit
T7,0,tr,4.45,0.1,8.96435689e-07,8.93461841e-07,fit
T7,0,tr,4.5,0.1,9.10147335e-07,8.65800728e-07,fit
T7,0,tr,4.55,0.1,9.23835441e-07,8.99520063e-07,fit
T7,0,tr,4.6,0.1,9.37499721e-07,9.84907124e-07,fit
T7,0,tr,4.65,0.1,9.51139903e-07,9.47398532e-07,fit
T7,0,tr,4.7,0.1,9.6475573e-07,9.47307059e-07,fit
T7,0,tr,4.75,0.1,9.78346956e-07,9.41719473e-07,fit
T7,0,tr,4.8,0.1,9.91913349e-07,1.0093383e-06,fit
T7,0,tr,4.85,0.1,1.00545469e-06,1.02550871e-06,fit
T7,0,tr,4.9,0.1,1.01897076e-06,1.02684059e-06,fit
T7,0,tr,4.95,0.1,1.03246137e-06,1.02047641e-06,fit
T7,0,tr,5,0.1,1.04592633e-06,1.05555751e-06,fit
T7,0,tr,5.05,0.1,1.05936546e-06,1.07156242e-06,fit
T7,0,tr,5.1,0.1,1.07277858e-06,1.05108771e-06,fit
T7,0,tr,5.15,0.1,1.08616555e-06,1.10663471e-06,fit
T7,0,tr,5.2,0.1,1.09952621e-06,1.03191746e-06,fit
T7,0,tr,5.25,0.1,1.11286041e-06,1.07064672e-06,fit
T7,0,tr,5.3,0.1,1.12616802e-06,1.11594683e-06,fit
T7,0,tr,5.35,0.1,1.13944892e-06,1.13574607e-06,fit
T7,0,tr,5.4,0.1,1.15270298e-06,1.11313608e-06,fit
T7,0,tr,5.45,0.1,1.16593009e-06,1.17748498e-06,fit
T7,0,tr,5.5,0.1,1.17913014e-06,1.21706859e-06,fit
T7,0,tr,5.55,0.1,1.19230305e-06,1.20854633e-06,fit
T7,0,tr,5.6,0.1,1.2054487e-06,1.21359586e-06,fit
T7,0,tr,5.65,0.1,1.21856703e-06,1.24922423e-06,fit
T7,0,tr,5.7,0.1,1.23165794e-06,1.24669318e-06,fit
T7,0,tr,5.75,0.1,1.24472136e-06,1.20278558e-06,fit
T7,0,tr,5.8,0.1,1.25775723e-06,1.25013713e-06,fit
T7,0,tr,5.85,0.1,1.27076547e-06,1.32096071e-06,fit
T7,0,tr,5.9,0.1,1.28374603e-06,1.24067778e-06,fit
T7,0,tr,5.95,0.1,1.29669886e-06,1.29912453e-06,fit
T7,0,tr,6,0.1,1.3096239e-06,1.29442461e-06,fit
T7,0,tr,6.05,0.1,1.32252111e-06,1.28736761e-06,fit
T7,0,tr,6.1,0.1,1.33539045e-06,1.29547559e-06,fit
T7,0,tr,6.15,0.1,1.34823189e-06,1.35232409e-06,fit
T7,0,tr,6.2,0.1,1.36104538e-06,1.37398265e-06,fit
T7,0,tr,6.25,0.1,1.37383091e-06,1.38662633e-06,fit
T7,0,tr,6.3,0.1,1.38658844e-06,1.32772247e-06,fit
T7,0,tr,6.35,0.1,1.39931796e-06,1.3872491e-06,fit
T7,0,tr,6.4,0.1,1.41201944e-06,1.42674053e-06,fit
T7,0,tr,6.45,0.1,1.42469288e-06,1.46574038e-06,fit
T7,0,tr,6.5,0.1,1.43733826e-06,1.46663142e-06,fit
T7,0,tr,6.55,0.1,1.44995557e-06,1.48658494e-06,fit
T7,0,tr,6.6,0.1,1.46254482e-06,1.51148415e-06,fit
T7,0,tr,6.65,0.1,1.47510599e-06,1.5120215e-06,fit
T7,0,tr,6.7,0.1,1.48763909e-06,1.45169851e-06,fit
T7,0,tr,6.75,0.1,1.50014412e-06,1.50275848e-06,fit
T7,0,tr,6.8,0.1,1.51262109e-06,1.48060355e-06,fit
T7,0,tr,6.85,0.1,1.52507e-06,1.41991367e-06,fit
T7,0,tr,6.9,0.1,1.53749087e-06,1.46188267e-06,fit
T7,0,tr,6.95,0.1,1.54988372e-06,1.6501191e-06,fit
T7,0,tr,7,0.1,1.56224855e-06,1.51075164e-06,fit
T7,0,tr,7.05,0.1,1.57458538e-06,1.4721573e-06,fit
T7,0,tr,7.1,0.1,1.58689424e-06,1.55929423e-06,fit
T7,0,tr,7.15,0.1,1.59917515e-06,1.67380038e-06,fit
T7,0,tr,7.2,0.1,1.61142813e-06,1.60925622e-06,fit
T7,0,tr,7.25,0.1,1.6236532e-06,1.64365295e-06,fit
T7,0,tr,7.3,0.1,1.6358504e-06,1.6226381e-06,fit
T7,0,tr,7.35,0.1,1.64801976e-06,1.64391e-06,fit
T7,0,tr,7.4,0.1,1.6601613e-06,1.72446042e-06,fit
T7,0,tr,7.45,0.1,1.67227505e-06,1.71268919e-06,fit
T7,0,tr,7.5,0.1,1.68436106e-06,1.68000833e-06,fit
T7,0,tr,7.55,0.1,1.69641936e-06,1.74240853e-06,fit
T7,0,tr,7.6,0.1,1.70844999e-06,1.76441735e-06,fit
T7,0,tr,7.65,0.1,1.72045298e-06,1.70917815e-06,fit
T7,0,tr,7.7,0.1,1.73242838e-06,1.74651717e-06,fit
T7,0,tr,7.75,0.1,1.74437622e-06,1.75772571e-06,fit
T7,0,tr,7.8,0.1,1.75629656e-06,1.72143541e-06,fit
T7,0,tr,7.85,0.1,1.76818943e-06,1.83030474e-06,fit
T7,0,tr,7.9,0.1,1.78005488e-06,1.77115637e-06,fit
T7,0,tr,7.95,0.1,1.79189296e-06,1.7588998e-06,fit
T7,0,tr,8,0.1,1.80370371e-06,1.71526622e-06,fit
T7,0,tr,-2,5,1.5e-12,1.44604401e-12,fit
T7,0,tr,-1.95,5,1.5e-12,1.57678932e-12,fit
T7,0,tr,-1.9,5,1.5e-12,1.45985926e-12,fit
T7,0,tr,-1.85,5,1.5e-12,1.51777239e-12,fit
T7,0,tr,-1.8,5,1.5e-12,1.47801738e-12,fit
T7,0,tr,-1.75,5,1.5e-12,1.518747e-12,fit
T7,0,tr,-1.7,5,1.5e-12,1.53540482e-12,fit
T7,0,tr,-1.65,5,1.5e-12,1.47229623e-12,fit
T7,0,tr,-1.6,5,1.5e-12,1.49254416e-12,fit
T7,0,tr,-1.55,5,1.5e-12,1.50752383e-12,fit
T7,0,tr,-1.5,5,1.5e-12,1.50925906e-12,fit
T7,0,tr,-1.45,5,1.5e-12,1.49841042e-12,fit
T7,0,tr,-1.4,5,1.5e-12,1.48240545e-12,fit
T7,0,tr,-1.35,5,1.5e-12,1.53093107e-12,fit
T7,0,tr,-1.3,5,1.5e-12,1.56434181e-12,fit
T7,0,tr,-1.25,5,1.5e-12,1.53253538e-12,fit
T7,0,tr,-1.2,5,1.5e-12,1.47008202e-12,fit
T7,0,tr,-1.15,5,1.5e-12,1.51153793e-12,fit
T7,0,tr,-1.1,5,1.5e-12,1.50343729e-12,fit
T7,0,tr,-1.05,5,1.5e-12,1.52402056e-12,fit
T7,0,tr,-1,5,1.5e-12,1.58877596e-12,fit
T7,0,tr,-0.95,5,1.5e-12,1.48910584e-12,fit
T7,0,tr,-0.9,5,1.5e-12,1.49566596e-12,fit
T7,0,tr,-0.85,5,1.5e-12,1.45333003e-12,fit
T7,0,tr,-0.8,5,1.5e-12,1.50178028e-12,fit
T7,0,tr,-0.75,5,1.5e-12,1.47590133e-12,fit
T7,0,tr,-0.7,5,1.5e-12,1.56244755e-12,fit
T7,0,tr,-0.65,5,1.5e-12,1.52919229e-12,fit
T7,0,tr,-0.6,5,1.5e-12,1.47950987e-12,fit
T7,0,tr,-0.55,5,1.50000001e-12,1.59368854e-12,fit
T7,0,tr,-0.5,5,1.50000003e-12,1.44937832e-12,fit
T7,0,tr,-0.45,5,1.50000007e-12,1.5464305e-12,fit
T7,0,tr,-0.4,5,1.50000017e-12,1.54360142e-12,fit
T7,0,tr,-0.35,5,1.5000004e-12,1.52926764e-12,fit
T7,0,tr,-0.3,5,1.50000097e-12,1.48867904e-12,fit
T7,0,tr,-0.25,5,1.50000236e-12,1.50099025e-12,fit
T7,0,tr,-0.2,5,1.50000571e-12,1.47784943e-12,fit
T7,0,tr,-0.15,5,1.50001385e-12,1.53730257e-12,fit
T7,0,tr,-0.1,5,1.50003357e-12,1.39420901e-12,fit
T7,0,tr,-0.05,5,1.50008136e-12,1.47258053e-12,fit
T7,0,tr,1.20736754e-15,5,1.50019719e-12,1.49994742e-12,fit
T7,0,tr,0.05,5,1.50061435e-12,1.47505331e-12,fit
T7,0,tr,0.1,5,1.50148878e-12,1.41770417e-12,fit
T7,0,tr,0.15,5,1.50360746e-12,1.48696775e-12,fit
T7,0,tr,0.2,5,1.50873991e-12,1.47920227e-12,fit
T7,0,tr,0.25,5,1.52116959e-12,1.56506767e-12,fit
T7,0,tr,0.3,5,1.55125873e-12,1.61588692e-12,fit
T7,0,tr,0.35,5,1.6240501e-12,1.62740402e-12,fit
T7,0,tr,0.4,5,1.79997549e-12,1.70575216e-12,fit
T7,0,tr,0.45,5,2.22453982e-12,2.2134546e-12,fit
T7,0,tr,0.5,5,3.24690761e-12,3.15820374e-12,fit
T7,0,tr,0.55,5,5.70075036e-12,5.83119409e-12,fit
T7,0,tr,0.6,5,1.15616372e-11,1.21636168e-11,fit
T7,0,tr,0.65,5,2.54590724e-11,2.57030557e-11,fit
T7,0,tr,0.7,5,5.80643835e-11,6.17274718e-11,fit
T7,0,tr,0.75,5,1.33391654e-10,1.39589696e-10,fit
T7,0,tr,0.8,5,3.03649309e-10,3.10058691e-10,fit
T7,0,tr,0.85,5,6.76983714e-10,6.5973345e-10,fit
T7,0,tr,0.9,5,1.46314741e-09,1.47235029e-09,fit
T7,0,tr,0.95,5,3.0354261e-09,2.91589363e-09,fit
T7,0,tr,1,5,5.99069766e-09,6.20116813e-09,fit
T7,0,tr,1.05,5,1.11706421e-08,1.12509345e-08,fit
T7,0,tr,1.1,5,1.96087806e-08,2.05106391e-08,fit
T7,0,tr,1.15,5,3.24057048e-08,3.28168336e-08,fit
T7,0,tr,1.2,5,5.058297e-08,4.79177843e-08,fit
T7,0,tr,1.25,5,7.4977372e-08,7.67702042e-08,fit
T7,0,tr,1.3,5,1.0620392e-07,1.09683134e-07,fit
T7,0,tr,1.35,5,1.44675256e-07,1.52744726e-07,fit
T7,0,tr,1.4,5,1.90648208e-07,1.8598308e-07,fit
T7,0,tr,1.45,5,2.44273227e-07,2.3865468e-07,fit
T7,0,tr,1.5,5,3.05634607e-07,3.07583796e-07,fit
T7,0,tr,1.55,5,3.7477863e-07,3.64701696e-07,fit
T7,0,tr,1.6,5,4.51731345e-07,4.35343625e-07,fit
T7,0,tr,1.65,5,5.36508881e-07,5.2139361e-07,fit
T7,0,tr,1.7,5,6.29122926e-07,6.82810379e-07,fit
T7,0,tr,1.75,5,7.29583349e-07,7.18733977e-07,fit
T7,0,tr,1.8,5,8.37899203e-07,8.15798194e-07,fit
T7,0,tr,1.85,5,9.54078933e-07,9.44629251e-07,fit
T7,0,tr,1.9,5,1.0781302e-06,1.08177731e-06,fit
T7,0,tr,1.95,5,1.2100596e-06,1.26186263e-06,fit
T7,0,tr,2,5,1.34987235e-06,1.3930734e-06,fit
T7,0,tr,2.05,5,1.49757203e-06,1.53819573e-06,fit
T7,0,tr,2.1,5,1.65316038e-06,1.66047517e-06,fit
T7,0,tr,2.15,5,1.81663722e-06,1.83081159e-06,fit
T7,0,tr,2.2,5,1.98800026e-06,1.95627719e-06,fit
T7,0,tr,2.25,5,2.16724513e-06,2.07784088e-06,fit
T7,0,tr,2.3,5,2.35436531e-06,2.510424e-06,fit
T7,0,tr,2.35,5,2.54935216e-06,2.5222417e-06,fit
T7,0,tr,2.4,5,2.75219487e-06,2.8455955e-06,fit
T7,0,tr,2.45,5,2.9628805e-06,2.94356951e-06,fit
T7,0,tr,2.5,5,3.18139399e-06,3.18204741e-06,fit
T7,0,tr,2.55,5,3.40771815e-06,3.40190169e-06,fit
T7,0,tr,2.6,5,3.64183368e-06,3.50449499e-06,fit
T7,0,tr,2.65,5,3.88371915e-06,3.88569521e-06,fit
T7,0,tr,2.7,5,4.13335101e-06,4.19270583e-06,fit
T7,0,tr,2.75,5,4.39070359e-06,4.51393206e-06,fit
T7,0,tr,2.8,5,4.65574909e-06,4.73845807e-06,fit
T7,0,tr,2.85,5,4.92845753e-06,5.0956758e-06,fit
T7,0,tr,2.9,5,5.20879679e-06,5.26941493e-06,fit
T7,0,tr,2.95,5,5.49673255e-06,5.51067431e-06,fit
T7,0,tr,3,5,5.79222829e-06,5.47490862e-06,fit
T7,0,tr,3.05,5,6.09524528e-06,6.01373188e-06,fit
T7,0,tr,3.1,5,6.40574253e-06,6.72883529e-06,fit
T7,0,tr,3.15,5,6.7236768e-06,6.76570247e-06,fit
T7,0,tr,3.2,5,7.04900259e-06,7.23807934e-06,fit
T7,0,tr,3.25,5,7.3816721e-06,7.3536121e-06,fit
T7,0,tr,3.3,5,7.72163524e-06,7.58639279e-06,fit
T7,0,tr,3.35,5,8.06883963e-06,8.60183676e-06,fit
T7,0,tr,3.4,5,8.42323056e-06,8.53573676e-06,fit
T7,0,tr,3.45,5,8.78475104e-06,9.21096131e-06,fit
T7,0,tr,3.5,5,9.15334177e-06,9.32371025e-06,fit
T7,0,tr,3.55,5,9.52894116e-06,9.46876338e-06,fit
T7,0,tr,3.6,5,9.91148536e-06,9.28931691e-06,fit
T7,0,tr,3.65,5,1.03009082e-05,1.03549008e-05,fit
T7,0,tr,3.7,5,1.06971415e-05,1.0231326e-05,fit
T7,0,tr,3.75,5,1.11001146e-05,1.04101902e-05,fit
T7,0,tr,3.8,5,1.15097548e-05,1.19758336e-05,fit
T7,0,tr,3.85,5,1.19259873e-05,1.22173916e-05,fit
T7,0,tr,3.9,5,1.23487353e-05,1.26198324e-05,fit
T7,0,tr,3.95,5,1.27779198e-05,1.28281211e-05,fit
T7,0,tr,4,5,1.321346e-05,1.32311967e-05,fit
T7,0,tr,4.05,5,1.36552732e-05,1.38632718e-05,fit
T7,0,tr,4.1,5,1.41032747e-05,1.42034613e-05,fit
T7,0,tr,4.15,5,1.45573783e-05,1.46235024e-05,fit
T7,0,tr,4.2,5,1.50174958e-05,1.53917554e-05,fit
T7,0,tr,4.25,5,1.54835377e-05,1.44163726e-05,fit
T7,0,tr,4.3,5,1.59554127e-05,1.64270115e-05,fit
T7,0,tr,4.35,5,1.64330283e-05,1.61607186e-05,fit
T7,0,tr,4.4,5,1.69162906e-05,1.73951142e-05,fit
T7,0,tr,4.45,5,1.74051042e-05,1.80695403e-05,fit
T7,0,tr,4.5,5,1.78993728e-05,1.74890768e-05,fit
T7,0,tr,4.55,5,1.8398999e-05,1.888054e-05,fit
T7,0,tr,4.6,5,1.89038843e-05,1.93894918e-05,fit
T7,0,tr,4.65,5,1.94139293e-05,1.90350195e-05,fit
T7,0,tr,4.7,5,1.99290341e-05,1.96384681e-05,fit
T7,0,tr,4.75,5,2.04490977e-05,2.05393861e-05,fit
T7,0,tr,4.8,5,2.09740187e-05,1.96330952e-05,fit
T7,0,tr,4.85,5,2.15036954e-05,2.12309132e-05,fit
T7,0,tr,4.9,5,2.20380254e-05,2.21737514e-05,fit
T7,0,tr,4.95,5,2.2576906e-05,2.22860662e-05,fit
T7,0,tr,5,5,2.31202347e-05,2.20452399e-05,fit
T7,0,tr,5.05,5,2.36679083e-05,2.33998483e-05,fit
T7,0,tr,5.1,5,2.4219824e-05,2.53560673e-05,fit
T7,0,tr,5.15,5,2.47758789e-05,2.57894241e-05,fit
T7,0,tr,5.2,5,2.53359703e-05,2.52522075e-05,fit
T7,0,tr,5.25,5,2.58999957e-05,2.52873948e-05,fit
T7,0,tr,5.3,5,2.64678529e-05,2.64609015e-05,fit
T7,0,tr,5.35,5,2.70394402e-05,2.70569986e-05,fit
T7,0,tr,5.4,5,2.76146562e-05,2.70634613e-05,fit
T7,0,tr,5.45,5,2.81934002e-05,2.79156175e-05,fit
T7,0,tr,5.5,5,2.87755721e-05,2.93239792e-05,fit
T7,0,tr,5.55,5,2.93610723e-05,3.02011163e-05,fit
T7,0,tr,5.6,5,2.99498022e-05,2.78388305e-05,fit
T7,0,tr,5.65,5,3.05416639e-05,3.14555319e-05,fit
T7,0,tr,5.7,5,3.11365603e-05,3.12678607e-05,fit
T7,0,tr,5.75,5,3.17343954e-05,3.28537459e-05,fit
T7,0,tr,5.8,5,3.2335074e-05,3.23201373e-05,fit
T7,0,tr,5.85,5,3.29385019e-05,3.33808731e-05,fit
T7,0,tr,5.9,5,3.35445861e-05,3.52421259e-05,fit
T7,0,tr,5.95,5,3.41532348e-05,3.12438451e-05,fit
T7,0,tr,6,5,3.4764357e-05,3.64688181e-05,fit
T7,0,tr,6.05,5,3.53778631e-05,3.55842849e-05,fit
T7,0,tr,6.1,5,3.59936648e-05,3.40807362e-05,fit
T7,0,tr,6.15,5,3.66116749e-05,3.37983335e-05,fit
T7,0,tr,6.2,5,3.72318076e-05,3.75856826e-05,fit
T7,0,tr,6.25,5,3.78539782e-05,3.67070851e-05,fit
T7,0,tr,6.3,5,3.84781034e-05,3.96586775e-05,fit
T7,0,tr,6.35,5,3.91041014e-05,3.93612577e-05,fit
T7,0,tr,6.4,5,3.97318915e-05,3.95757937e-05,fit
T7,0,tr,6.45,5,4.03613946e-05,4.1587792e-05,fit
T7,0,tr,6.5,5,4.09925328e-05,4.12346824e-05,fit
T7,0,tr,6.55,5,4.16252296e-05,4.25663066e-05,fit
T7,0,tr,6.6,5,4.22594101e-05,4.33314077e-05,fit
T7,0,tr,6.65,5,4.28950005e-05,4.33141616e-05,fit
T7,0,tr,6.7,5,4.35319286e-05,4.45791115e-05,fit
T7,0,tr,6.75,5,4.41701235e-05,4.52308756e-05,fit
T7,0,tr,6.8,5,4.48095158e-05,4.30085816e-05,fit
T7,0,tr,6.85,5,4.54500374e-05,4.50811025e-05,fit
T7,0,tr,6.9,5,4.60916217e-05,4.59272462e-05,fit
T7,0,tr,6.95,5,4.67342035e-05,4.62089079e-05,fit
T7,0,tr,7,5,4.73777188e-05,4.51743575e-05,fit
T7,0,tr,7.05,5,4.80221051e-05,4.72130921e-05,fit
T7,0,tr,7.1,5,4.86673014e-05,4.91668158e-05,fit
T7,0,tr,7.15,5,4.93132478e-05,4.96009549e-05,fit
T7,0,tr,7.2,5,4.99598858e-05,5.2299245e-05,fit
T7,0,tr,7.25,5,5.06071585e-05,4.96960622e-05,fit
T7,0,tr,7.3,5,5.125501e-05,5.05955925e-05,fit
